screen_seq,record_id,doi,arxiv_id,title,authors,year,venue,venue_tier,lineages,screen_score,abstract_available,decision,reason_code,note,lineage_final,screened_utc,screener
533,tay:from passive monitoring to active defence resilient control of manipulators under cyberattacks|gualandi|2026,,2603.13003v2,From Passive Monitoring to Active Defence: Resilient Control of Manipulators Under Cyberattacks,Gabriele Gualandi; Alessandro V. Papadopoulos,2026,arXiv,other,L11_active_diagnosis,7.5,true,INCLUDE_FULLTEXT,LINEAGE_QUOTA,Active defence vs stealthy FDIA on redundant manipulators (2026); active probing to expose residual-evading anomalies — L11,L11_active_diagnosis,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
534,doi:10.1016/j.cmpbup.2021.100015,10.1016/j.cmpbup.2021.100015,,IoT Enabled Automated Object Recognition for the Visually Impaired,Md. Atikur Rahman; Muhammad Sheikh Sadi,2021,Computer Methods and Programs in Biomedicine Update,other,L_killer_precision,7.495,true,EXCLUDE,NOT_ROBOT_DOMAIN,Assistive object recognition,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
535,doi:10.3390/app13042634,10.3390/app13042634,,State Observer Based Robust Backstepping Fault-Tolerant Control of the Free-Floating Flexible-Joint Space Manipulator,Limin Xie; Xiaoyan Yu,2023,Applied Sciences,MDPI,L2_manipulator_actuator_sensor_fdi,7.491,true,EXCLUDE,OFF_TOPIC_OTHER,Space-manipulator FTC (MDPI),,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
536,doi:10.3390/machines12090630,10.3390/machines12090630,,Artificial-Intelligence-Based Condition Monitoring of Industrial Collaborative Robots: Detecting Anomalies and Adapting to Trajectory Changes,Samuel Ayankoso; Fengshou Gu; Hassna Louadah; Hamidreza Fahham; Andrew Ball,2024,Machines,MDPI,L8_public_benchmarks_transfer,7.491,true,INCLUDE_FULLTEXT,LINEAGE_QUOTA,"Cobot AD + adaptation to trajectory changes on UR data (Machines 2024, MDPI — occupancy evidence only, not an anchor; likely published form of ssrn.4858660); context-shift topic",L7_mtsad_context_ood_sequential,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
537,doi:10.1103/prxquantum.4.020303,10.1103/prxquantum.4.020303,,Logical Blocks for Fault-Tolerant Topological Quantum Computation,Héctor Bombín; C. Dawson; Ryan V. Mishmash; Naomi Nickerson; Fernando Pastawski; Sam Roberts,2023,PRX Quantum,other,L2_manipulator_actuator_sensor_fdi,7.447,true,EXCLUDE,NOT_ROBOT_DOMAIN,Quantum fault tolerance,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
538,doi:10.3390/s21196674,10.3390/s21196674,,Uncertainty-Aware Knowledge Distillation for Collision Identification of Collaborative Robots,Wookyong Kwon; Yongsik Jin; Sang Jun Lee,2021,Sensors,MDPI,L3_learned_momentum_observer,7.439,true,INCLUDE_BACKGROUND,VENUE_EXCLUDED_MDPI,Uncertainty-aware distillation of CollisionNet (Sensors); Korean collision-learning line,L6_contact_collision_localization,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
539,doi:10.3390/s22093439,10.3390/s22093439,,Collision Localization and Classification on the End-Effector of a Cable-Driven Manipulator Applied to EV Auto-Charging Based on DCNN–SVM,Haoyu Lin; Pengkun Quan; Zhuo Liang; Ya’nan Lou; Dongbo Wei; Shichun Di,2022,Sensors,MDPI,L3_learned_momentum_observer,7.439,true,INCLUDE_BACKGROUND,VENUE_EXCLUDED_MDPI,DCNN-SVM collision localization/classification on cable-driven manipulator (Sensors),L6_contact_collision_localization,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
540,doi:10.1371/journal.pone.0296879,10.1371/journal.pone.0296879,,A comprehensive guide to CAN IDS data and introduction of the ROAD dataset,Miki E. Verma; Robert A. Bridges; Michael D. Iannacone; Samuel C. Hollifield; Pablo Moriano; Steven C. Hespeler; Bill Kay; Frank L. Combs,2024,PLoS ONE,other,L_killer_precision,7.436,true,EXCLUDE,NOT_ROBOT_DOMAIN,Vehicle-CAN 'ROAD' dataset — name collision with our RoAD,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
541,doi:10.1109/lra.2022.3141194,10.1109/lra.2022.3141194,,Efficient Analytical Derivatives of Rigid-Body Dynamics Using Spatial Vector Algebra,Shubham Singh; Ryan P. Russell; Patrick M. Wensing,2022,IEEE Robotics and Automation Letters,R,L5_lie_geometry_equivariant,7.431,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Analytical RBD derivatives via spatial vector algebra (RAL22); L4 dynamics tooling,L4_structured_chain_graph_dynamics,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
542,doi:10.48550/arxiv.2112.01871,10.48550/arxiv.2112.01871,,Active Inference in Robotics and Artificial Agents: Survey and Challenges,Pablo Lanillos; Cristian Meo; Corrado Pezzato; Ajith Anil Meera; Mohamed Baioumy; Wataru Ohata; Alexander Tschantz; Beren Millidge; Martijn Wisse; Christopher L. Buckley; Jun Tani,2021,arXiv (Cornell University),other,L2_manipulator_actuator_sensor_fdi,7.426,true,INCLUDE_FULLTEXT,LINEAGE_QUOTA,Active inference in robotics survey (Lanillos+); free-energy state estimation incl. fault handling — L11 anchor,L11_active_diagnosis,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
543,doi:10.1109/access.2023.3276297,10.1109/access.2023.3276297,,CLUE-AI: A Convolutional Three-Stream Anomaly Identification Framework for Robot Manipulation,Doğan Altan; Sanem Sarıel,2023,IEEE Access,other,L9_foundation_multimodal,7.416,true,INCLUDE_FULLTEXT,LINEAGE_QUOTA,CLUE-AI three-stream (vision/audio/proprio) anomaly identification for manipulation; L9 multimodal robot AD,L9_foundation_multimodal,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
544,doi:10.1109/lra.2025.3585714,10.1109/lra.2025.3585714,,Modular Actuator for Multimodal Proprioceptive and Kinesthetic Feedback of Robotic Hands,Sungwoo Park; Myo-Taeg Lim; Donghyun Hwang,2025,IEEE Robotics and Automation Letters,R,L9_foundation_multimodal,7.416,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Actuator hardware with PK feedback,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
545,doi:10.1109/me61309.2024.10789704,10.1109/me61309.2024.10789704,,Kinematic Analysis and Torque Dynamics of a 5-DOF Robotic Manipulator for Enhanced Precision and Fault Detection in FDM 3D Printing,Suliman Badour; Martin Novák,2024,2024 21st International Conference on Mechatronics - Mechatronika (ME),other,L5_lie_geometry_equivariant,7.416,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Kinematics/torque analysis for 3D-printing manipulator,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
546,doi:10.1126/scirobotics.adr8263,10.1126/scirobotics.adr8263,,Web-based distributed robot localization,Amos Matsiko,2024,Science Robotics,S,L6_contact_collision_localization,7.416,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Distributed localization highlight,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
547,doi:10.1038/s41598-023-31193-8,10.1038/s41598-023-31193-8,,Anomaly detection using spatial and temporal information in multivariate time series,Zhiwen Tian; Ming Zhuo; Leyuan Liu; Junyi Chen; Shijie Zhou,2023,Scientific Reports,other,L8_public_benchmarks_transfer,7.415,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Spatio-temporal MTSAD (Sci Rep),L7_mtsad_context_ood_sequential,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
548,doi:10.3389/frobt.2025.1554196,10.3389/frobt.2025.1554196,,A systematic survey: role of deep learning-based image anomaly detection in industrial inspection contexts,Vinita Shukla; Amit Shukla; Surya Prakash S. K; Shraddha Shukla,2025,Frontiers in Robotics and AI,other,L8_public_benchmarks_transfer,7.407,true,EXCLUDE,NOT_ROBOT_DOMAIN,Industrial image AD survey,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
549,doi:10.1016/j.mechmachtheory.2023.105439,10.1016/j.mechmachtheory.2023.105439,,Collaborative robot dynamics with physical human–robot interaction and parameter identification with PINN,Xingyu Yang; Zhengxue Zhou; Leihui Li; Xuping Zhang,2023,Mechanism and Machine Theory,other,L6_contact_collision_localization,7.404,true,INCLUDE_FULLTEXT,LINEAGE_QUOTA,Cobot pHRI dynamics + PINN parameter identification (MMT23); L4 physics-informed structure,L4_structured_chain_graph_dynamics,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
550,doi:10.1109/access.2022.3167640,10.1109/access.2022.3167640,,Hybrid Anomaly Detection via Multihead Dynamic Graph Attention Networks for Multivariate Time Series,Liwen Zhou; Qingkui Zeng; Bo Li,2022,IEEE Access,other,L8_public_benchmarks_transfer,7.404,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Dynamic graph attention MTSAD (Access),L7_mtsad_context_ood_sequential,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
551,doi:10.4310/cntp.2021.v15.n1.a4,10.4310/cntp.2021.v15.n1.a4,,Vafa–Witten invariants from modular anomaly,Sergei Alexandrov,2021,Communications in Number Theory and Physics,other,L_killer_precision,7.382,true,EXCLUDE,NOT_ROBOT_DOMAIN,Modular anomaly in number theory (term collision),,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
552,doi:10.48550/arxiv.2112.06374,10.48550/arxiv.2112.06374,,Learning Generalizable Vision-Tactile Robotic Grasping Strategy for Deformable Objects via Transformer,"Yunhai Han; Yu, Kelin; Rahul Batra; Nathan S. Boyd; Mehta, Chaitanya; Tuo Zhao; Yu She; Seth Hutchinson; Ye Zhao",2021,arXiv (Cornell University),other,L_killer_precision,7.382,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Vision-tactile grasping,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
553,doi:10.1016/j.arcontrol.2024.100949,10.1016/j.arcontrol.2024.100949,,Modelling and control of manipulators for inspection and maintenance in challenging environments: A literature review,A. Pistone; Daniele Ludovico; Lorenzo De Mari Casareto Dal Verme; Sergio Leggieri; C. Canali; Darwin G. Caldwell,2024,Annual Reviews in Control,other,L6_contact_collision_localization,7.359,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Manipulators for inspection/maintenance review (ARC),L2_manipulator_actuator_sensor_fdi,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
554,doi:10.1109/jsen.2024.3496905,10.1109/jsen.2024.3496905,,Sensor-Enabled Safety Systems for Human–Robot Collaboration: A Review,Constantin Scholz; Hoang-Long Cao; Emil Imrith; Nima Roshandel; Hamed Firouzipouyaei; Aleksander Burkiewicz; Milan Amighi; Sebastien Menet; Dylan Warawout Sisavath; Antonio Paolillo; Xavier Rottenberg; Peter Gerets; David Cheyns; Marcus S. Dahlem; Ilja Ocket; Jan Genoe; Kathleen Philips; Ben Stoffelen; Jeroen Van den Bosch; Steven Latré; Bram Vanderborght,2024,IEEE Sensors Journal,other,L2_manipulator_actuator_sensor_fdi,7.359,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Sensor-enabled HRC safety review (JSEN),L6_contact_collision_localization,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
555,doi:10.1007/s44430-025-00004-2,10.1007/s44430-025-00004-2,,Model-free trajectory tracking control of a 5-DOF mitsubishi robotic arm using deep deterministic policy gradient algorithm,Zied Ben Hazem; Nivine Güler; Ali Husain Altaif,2025,Discover Robotics,other,L2_manipulator_actuator_sensor_fdi,7.355,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,DDPG tracking control,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
556,doi:10.1016/j.dsp.2022.103704,10.1016/j.dsp.2022.103704,,Time series anomaly detection in power electronics signals with recurrent and ConvLSTM autoencoders,Majdi I. Radaideh; Chris H. Pappas; Jared Walden; Dan Lu; Lasitha Vidyaratne; T. Britton; Kishansingh Rajput; Malachi Schram; Sarah Cousineau,2022,Digital Signal Processing,other,L8_public_benchmarks_transfer,7.347,false,EXCLUDE,NOT_ROBOT_DOMAIN,Power-electronics AE AD,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
557,doi:10.1016/j.future.2024.107632,10.1016/j.future.2024.107632,,Quantum machine learning algorithms for anomaly detection: A review,Sebastiano Corli; Lorenzo Moro; Daniele Dragoni; Massimiliano Dispenza; Enrico Prati,2024,Future Generation Computer Systems,other,L8_public_benchmarks_transfer,7.347,false,EXCLUDE,NOT_ROBOT_DOMAIN,Quantum-ML AD review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
558,doi:10.1109/access.2022.3178592,10.1109/access.2022.3178592,,Robust Unsupervised Anomaly Detection With Variational Autoencoder in Multivariate Time Series Data,Umaporn Yokkampon; Abbe Mowshowitz; Sakmongkon Chumkamon; Eiji Hayashi,2022,IEEE Access,other,L8_public_benchmarks_transfer,7.335,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Robust VAE MTSAD (Access),L7_mtsad_context_ood_sequential,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
559,doi:10.1088/2631-8695/addd5c,10.1088/2631-8695/addd5c,,A cross-domain intelligent fault diagnosis method based on three-branch meta metric learning network for few-shot fault diagnosis,Bo Wang; Wenlong Yang,2025,Engineering Research Express,other,L_killer_precision,7.332,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Meta metric-learning few-shot cross-domain bearing FD (ERX),L10_cross_robot_few_shot,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
560,doi:10.1109/jproc.2023.3272780,10.1109/jproc.2023.3272780,,"Touch Technology in Affective Human–, Robot–, and Virtual–Human Interactions: A Survey",Temitayo Olugbade; Liang He; Perla Maiolino; Dirk Heylen; Nadia Bianchi‐Berthouze,2023,Proceedings of the IEEE,other,L6_contact_collision_localization,7.323,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Affective touch survey,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
561,doi:10.1109/cai59869.2024.00226,10.1109/cai59869.2024.00226,,Self-Supervised Modular Architecture for Multi-Sensor Anomaly Detection and Localization,Mohammed Ayalew Belay; Adil Rasheed; Pierluigi Salvo Rossi,2024,2024 IEEE Conference on Artificial Intelligence (CAI),other,L_killer_precision,7.318,true,INCLUDE_FULLTEXT,LINEAGE_QUOTA,Self-supervised modular multi-sensor AD + localization (IEEE CAI24); modular AD architecture — domain to verify in fulltext,L7_mtsad_context_ood_sequential,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
562,doi:10.3390/s24216837,10.3390/s24216837,,Adaptive Fault-Tolerant Tracking Control for Multi-Joint Robot Manipulators via Neural Network-Based Synchronization,Quang Dan Le; Erfu Yang,2024,Sensors,MDPI,L2_manipulator_actuator_sensor_fdi,7.318,true,EXCLUDE,OFF_TOPIC_OTHER,Synchronization FTC (MDPI),,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
563,doi:10.1016/j.rcim.2021.102250,10.1016/j.rcim.2021.102250,,"Automatic self-contained calibration of an industrial dual-arm robot with cameras using self-contact, planar constraints, and self-observation",Karla Štěpánová; Jakub Rozlivek; Frantisek Puciow; Pavel Kršek; Tomáš Pajdla; Matej Hoffmann,2021,Robotics and Computer-Integrated Manufacturing,other,L6_contact_collision_localization,7.31,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Self-contact kinematic calibration,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
564,doi:10.1007/s11071-024-10030-1,10.1007/s11071-024-10030-1,,Nonlinear dynamic model identification of robots: application to collision detection using a finite-time nonlinear momentum observer,Yufei Zhou; Zhongcan Li; Angang Feng; Yanhui Li; Mingchao Zhu,2024,Nonlinear Dynamics,other,L7_mtsad_context_ood_sequential,7.248,false,INCLUDE_FULLTEXT,LINEAGE_QUOTA,Model identification + finite-time nonlinear momentum observer for collision detection (Nonlinear Dyn 24); L3,L3_learned_momentum_observer,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
565,doi:10.1016/j.enconman.2023.116986,10.1016/j.enconman.2023.116986,,A new concept of water management diagnosis for a PEM fuel cell system,Meziane Ait Ziane; Cédric Join; Michel Benne; Cédric Damour; Nadia Yousfi Steiner; Marie‐Cécile Péra,2023,Energy Conversion and Management,other,L2_manipulator_actuator_sensor_fdi,7.243,false,EXCLUDE,NOT_ROBOT_DOMAIN,Fuel-cell water management,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
566,doi:10.3390/automation3010011,10.3390/automation3010011,,Reinforcement Learning for Collaborative Robots Pick-and-Place Applications: A Case Study,Natanael Magno Gomes; Felipe N. Martins; José Lima; H. J. Wörtche,2022,Automation,other,L8_public_benchmarks_transfer,7.228,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,RL pick-and-place case study,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
567,doi:10.3390/buildings12122057,10.3390/buildings12122057,,Human–Robot Collaboration and Lean Waste Elimination: Conceptual Analogies and Practical Synergies in Industrialized Construction,Marina Marinelli,2022,Buildings,other,L3_learned_momentum_observer,7.228,true,EXCLUDE,NOT_ROBOT_DOMAIN,HRC lean-construction analogies,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
568,doi:10.1145/3544548.3581468,10.1145/3544548.3581468,,HOOV: Hand Out-Of-View Tracking for Proprioceptive Interaction using Inertial Sensing,Paul Streli; Rayan Armani; Yi Fei Cheng; Christian Holz,2023,,other,L6_contact_collision_localization,7.213,true,EXCLUDE,NOT_ROBOT_DOMAIN,VR hand tracking,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
569,doi:10.1007/978-3-030-54173-6,10.1007/978-3-030-54173-6,,"Robotics, AI, and Humanity",Joachim von Braun; Margaret S. Archer; Gregory M. Reichberg; Marcelo Sánchez Sorondo,2021,,other,L6_contact_collision_localization,7.198,true,EXCLUDE,OFF_TOPIC_OTHER,Edited humanities volume,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
570,doi:10.1007/s10845-024-02341-2,10.1007/s10845-024-02341-2,,A review of external sensors for human detection in a human robot collaborative environment,Zainab Saleem; Fredrik Gustafsson; Eoghan Furey; Marion McAfee; Saif Huq,2024,Journal of Intelligent Manufacturing,other,L6_contact_collision_localization,7.198,true,EXCLUDE,SURVEY_TANGENTIAL,External human-detection sensor review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
571,doi:10.1016/j.rcim.2021.102210,10.1016/j.rcim.2021.102210,,Contact force and torque sensing for serial manipulator based on an adaptive Kalman filter with variable time period,Feng Cao; Paul D. Docherty; Siliang Ni; XiaoQi Chen,2021,Robotics and Computer-Integrated Manufacturing,other,L6_contact_collision_localization,7.183,false,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Adaptive-KF contact force/torque sensing on serial manipulator (RCIM),L6_contact_collision_localization,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
572,doi:10.1109/access.2024.3521946,10.1109/access.2024.3521946,,Wireless Anomaly Signal Dataset (WASD): An Open Dataset for Wireless Cellular Spectrum Monitoring and Anomaly Detection,Jinha Kim; Hyeongwoo Kim; Byungkwan Kim,2024,IEEE Access,other,L8_public_benchmarks_transfer; L_recent_2025_2026,7.168,true,EXCLUDE,NOT_ROBOT_DOMAIN,Wireless spectrum AD dataset,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
573,doi:10.4230/oasics.dx.2024.11,10.4230/oasics.dx.2024.11,,Graph-Augmented Normalizing Flows for Anomaly Detection of Multiple Time Series,"Heppel, Lukas; Gerhardus, Andreas; Rewicki, Ferdinand; Deeken, Jan; Waxenegger-Wilfing, Günther",2022,arXiv (Cornell University),other,L8_public_benchmarks_transfer,7.167,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,GANF graph-augmented normalizing flows for MTS AD; flow+graph family,L7_mtsad_context_ood_sequential,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
574,doi:10.1016/j.automatica.2023.110903,10.1016/j.automatica.2023.110903,,Active input design for simultaneous fault estimation and fault-tolerant control of LPV systems,Junbo Tan; Huailiang Zheng; Deshan Meng; Xueqian Wang; Bin Liang,2023,Automatica,C,L11_active_diagnosis,7.164,false,INCLUDE_FULLTEXT,LINEAGE_QUOTA,Active input design for simultaneous fault estimation and FTC of LPV systems (Automatica23); L11 core theory,L11_active_diagnosis,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
575,doi:10.1038/s41467-026-71188-3,10.1038/s41467-026-71188-3,,Transforming healthcare through in-body bioelectronic systems,Steven Ceto; Stacey Amanda Elshove; Mingzheng Wu; Khalil B. Ramadi; Christoph Tondera; Ivan R. Minev; Shriya S. Srinivasan; Kyuhwa Lee; Michalina J. Gora; John A. Rogers; Claudia Kathe; Thomas H. Hutson,2026,Nature Communications,S,L5_lie_geometry_equivariant,7.159,true,EXCLUDE,NOT_ROBOT_DOMAIN,In-body bioelectronics,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
576,doi:10.1109/tcds.2025.3596649,10.1109/tcds.2025.3596649,,Grasp Representation and Detection With Consistent Path in Robotic Grasping,Lu Chen; Zhuomao Li; Jing Yang; Zhenyu Lu; Peng Wu; Tianhua Chen,2025,IEEE Transactions on Cognitive and Developmental Systems,other,L_killer_precision,7.159,true,EXCLUDE,NOT_FAULT_ANOMALY_TOPIC,Grasp detection,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
577,doi:10.1109/tii.2026.3691586,10.1109/tii.2026.3691586,,DiagConTA: Continual Test-Time Domain Adaptation for Industrial Fault Diagnosis Under Dynamic Working Conditions,Bojian Chen; Jingde Li; Qi Li; Jinchuan Qian; Xinmin Zhang; Changqing Shen; Zhihuan Song,2026,IEEE Transactions on Industrial Informatics,C,L10_cross_robot_few_shot,7.159,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,DiagConTA continual TTA FD (TII26); covered conceptually by CoUDA + TII-TTA fulltexts,L10_cross_robot_few_shot,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
578,doi:10.21203/rs.3.rs-8621244/v1,10.21203/rs.3.rs-8621244/v1,,Deep Reinforcement Learning for Surgical Robotics with State and Image Information: A Survey,Edoardo Fazzari; Cesare Stefanini,2026,Research Square,other,L_killer_precision,7.159,false,EXCLUDE,METADATA_TOO_THIN,Surgical DRL survey stub,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
579,doi:10.1002/aisy.202300823,10.1002/aisy.202300823,,Human–Robot Collaboration in Modern Agriculture: A Review of the Current Research Landscape,Mustafa Ozkan Yerebakan; Boyi Hu,2024,Advanced Intelligent Systems,other,L2_manipulator_actuator_sensor_fdi,7.15,true,EXCLUDE,NOT_ROBOT_DOMAIN,Agricultural HRC review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
580,doi:10.3390/app13042675,10.3390/app13042675,,Review of Fault-Tolerant Control Systems Used in Robotic Manipulators,Andrzej Milecki; Patryk Nowak,2023,Applied Sciences,MDPI,L4_structured_chain_graph_dynamics,7.133,true,INCLUDE_BACKGROUND,VENUE_EXCLUDED_MDPI,FTC-in-manipulators review (ApplSci),L2_manipulator_actuator_sensor_fdi,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
581,doi:10.1016/j.automatica.2022.110348,10.1016/j.automatica.2022.110348,,RETRACTED: Input design for integrated active fault diagnosis and output tracking control,Junbo Tan; Feng Xu; Yushuai Wang; Bin Liang,2022,Automatica,C,L11_active_diagnosis,7.125,false,EXCLUDE,OFF_TOPIC_OTHER,RETRACTED active-FD paper — excluded for retraction; noted for the negative-search log,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
582,doi:10.1155/2021/5559231,10.1155/2021/5559231,,Environment Perception Technologies for Power Transmission Line Inspection Robots,Minghao Chen; Yunong Tian; Shiyu Xing; Zhishuo Li; En Li; Zize Liang; Rui Guo,2021,Journal of Sensors,other,L6_contact_collision_localization,7.116,true,EXCLUDE,WRONG_OBJECT,Transmission-line inspection robots,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
583,doi:10.3390/computers13060136,10.3390/computers13060136,,Object Tracking Using Computer Vision: A Review,Pushkar Kadam; Gu Fang; Ju Jia Zou,2024,Computers,other,L_killer_precision,7.116,true,EXCLUDE,NOT_ROBOT_DOMAIN,Object-tracking review,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
584,doi:10.1109/tii.2024.3523572,10.1109/tii.2024.3523572,,A Contrastive Representation Domain Adaptation Method for Industrial Time-Series Cross-Domain Prediction,Zidi Jia; Lei Ren; Yang Tang,2025,IEEE Transactions on Industrial Informatics,C,L10_cross_robot_few_shot,7.083,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Contrastive DA for industrial TS prediction (TII),L10_cross_robot_few_shot,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
585,doi:10.3390/ai3030045,10.3390/ai3030045,,Bridging East-West Differences in Ethics Guidance for AI and Robotics,Nancy S. Jecker; Eisuke Nakazawa,2022,AI,other,L2_manipulator_actuator_sensor_fdi,7.079,true,EXCLUDE,NOT_ROBOT_DOMAIN,AI ethics East-West,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
586,doi:10.1038/s41598-024-68597-z,10.1038/s41598-024-68597-z,,Precision improvement of robotic bioprinting via vision-based tool path compensation,Erfan Shojaei Barjuei; Joonhwan Shin; Keekyoung Kim; Jihyun Lee,2024,Scientific Reports,other,L8_public_benchmarks_transfer,7.041,true,EXCLUDE,NOT_ROBOT_DOMAIN,Bioprinting path compensation,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
587,doi:10.1017/9781009744225.007,10.1017/9781009744225.007,,Chief Justice Robots,Eugene Volokh,2026,Cambridge University Press eBooks,other,L2_manipulator_actuator_sensor_fdi,7.039,true,EXCLUDE,NOT_ROBOT_DOMAIN,Law essay,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
588,doi:10.1186/s44147-023-00279-5,10.1186/s44147-023-00279-5,,A learning-based approach to fault detection and fault-tolerant control of permanent magnet DC motors,Abolghasem Sardashti; Jamal A. Nazari,2023,Journal of Engineering and Applied Science,other,L2_manipulator_actuator_sensor_fdi,7.02,true,INCLUDE_BACKGROUND,CONTEXT_RELEVANT,Learning FD+FTC for PMDC motors; actuator-level,L2_manipulator_actuator_sensor_fdi,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
589,doi:10.48550/arxiv.2312.02530,10.48550/arxiv.2312.02530,,MEMTO: Memory-guided Transformer for Multivariate Time Series Anomaly Detection,Junho Song; Keonwoo Kim; Jeonglyul Oh; Sungzoon Cho,2023,arXiv (Cornell University),other,L8_public_benchmarks_transfer,7.02,true,INCLUDE_FULLTEXT,METHOD_RELEVANT,MEMTO memory-guided transformer MTSAD (NeurIPS23); frozen recent-MTSAD baseline-slot candidate (audit PA usage),L7_mtsad_context_ood_sequential,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
590,doi:10.1002/aisy.202300359,10.1002/aisy.202300359,,Multimodal Human–Robot Interaction for Human‐Centric Smart Manufacturing: A Survey,Tian Wang; Pai Zheng; Shufei Li; Lihui Wang,2023,Advanced Intelligent Systems,other,L10_cross_robot_few_shot,7.0,true,EXCLUDE,SURVEY_TANGENTIAL,Multimodal HRI survey,,2026-08-24T03:12:11+00:00,claude_fable_5_paper_reset_v2
